system:index,AU_ID,devAge2,grass,paved,pm25_na,sqrt_CO2_road,sqrt_CO2_total,sqrt_traffic
000000000000000005f0,15013,-3.081936268,-0.622758977,-1.79885848,-1.142812141,-1.385562864,-1.648365802,-1.090104127
000000000000000005f1,15012,-3.094481314,0.059647341,-1.803184661,-1.513720699,-1.716813038,-1.855575471,-1.128078988
000000000000000005f2,15011,-3.171974685,-0.37941951,-1.833598929,-1.655477452,-1.674691869,-1.83795743,-1.125866063
000000000000000005f3,15010,-3.13407517,-0.337513293,-1.818901343,-1.705347506,-1.84341619,-1.939926356,-1.152016001
000000000000000005f4,15009,-3.158437938,-0.914874724,-1.846081531,-2.166800794,-1.917636509,-2.163205624,-1.157506268
000000000000000005f5,15008,-3.174125845,-0.497034517,-1.859776244,-1.792436974,-1.888195812,-2.114134773,-1.150932736
000000000000000005f6,15007,-3.180579968,-1.279907573,-1.909581281,-2.093995778,-1.929197179,-2.122033933,-1.177119613
000000000000000005f7,15022,-3.08263302,-0.914153871,-1.835166002,-0.186309352,-1.784361638,-1.861588948,-1.161236248
000000000000000005f8,15021,-2.06915373,0.098776809,-0.964854778,-0.901779052,-0.693078662,-0.885166203,-0.599118415
000000000000000005f9,15020,-2.986056029,-0.264935023,-1.705184642,-1.155031012,-1.100088016,-1.360260221,-1.013435929
000000000000000005fa,15019,-3.092625807,-0.805428941,-1.790241579,-1.605295204,-1.673212269,-1.819831663,-1.121351576
000000000000000005fb,15018,-3.062495256,-0.271578505,-1.770059057,-1.48242073,-1.147071818,-1.469919386,-1.074108563
000000000000000005fc,15017,-3.10945124,-0.580027018,-1.818013382,-0.868581046,-1.572905606,-1.802455032,-1.098511272
000000000000000005fd,15016,-3.072421068,-0.210664215,-1.729927519,-0.877531978,-1.472539493,-1.71999873,-1.101039702
000000000000000005fe,15015,-3.07127559,-0.559541612,-1.745877886,-1.249449636,-1.164947885,-1.46258961,-1.066458597
000000000000000005ff,15030,-2.30896044,-0.369842593,-1.319310712,-1.141690994,-1.245630436,-1.476585513,-1.11819403
600,15029,-2.843513582,-0.186685623,-1.655943885,0.549910306,-1.158978173,-1.41684919,-1.036097405
601,15028,-2.434278816,-0.072319416,-1.412269577,-0.795396701,-0.706867628,-1.051510744,-0.521725077
602,15027,-3.13279279,-0.860595721,-1.787851527,-0.671379225,-1.644903931,-1.785613301,-1.135611285
603,15026,-2.974296692,-0.506726463,-1.684273422,-1.165792167,-0.93957108,-1.296177383,-0.894504363
604,15025,-3.133406688,-0.916240842,-1.780107047,-0.514164516,-1.566315756,-1.68656735,-1.093674382
605,15024,-2.727818437,-0.252901372,-1.268063426,-1.256576529,-1.658180767,-1.823564364,-1.177119613
606,15023,-2.90697169,-0.318215014,-1.608554423,-1.460459092,-0.948288456,-1.256453945,-0.817077071
607,15038,-2.511468278,-0.252757313,-1.536290059,-0.920796564,-1.115096792,-1.071049557,-0.904502129
608,15037,-2.067356537,-0.247722382,-1.177823889,-0.009158662,-0.624996113,-0.802112349,-0.622898777
609,15036,-2.894630182,-0.216897797,-1.617473946,0.824002852,-1.236876878,-1.44336258,-1.0395538
0000000000000000060a,15035,-3.151124311,-0.986322769,-1.844301834,-1.421414511,-1.749861196,-1.918612205,-1.153961551
0000000000000000060b,15034,-2.462291217,-0.125206267,-1.468522216,-0.27341136,-0.989725739,-1.203310489,-0.874414435
0000000000000000060c,15033,-2.973753866,0.051346851,-1.720038953,-0.06710544,-1.416934718,-1.624775699,-1.109229253
0000000000000000060d,15032,-2.996233473,-0.748808659,-1.718694737,-1.262375863,-1.530008664,-1.697524452,-1.124967822
0000000000000000060e,15031,-1.805518099,0.011101598,-0.623926127,-0.043272228,-0.201950808,-0.394283291,-0.279763366
0000000000000000060f,15046,-2.404158719,-0.387123042,-1.517629975,-0.556562518,-0.849083754,-1.126163341,-0.932569694
610,15045,-3.172907698,-1.04842995,-1.814617747,-1.518667112,-1.825298127,-2.063666192,-1.174653379
611,15044,-1.794566379,-0.180248536,-1.240294836,-0.026263091,-0.868677144,-0.958750863,-0.851863098
612,15043,-3.046123213,-0.861039041,-1.788521092,-1.756803872,-1.679714889,-1.91453694,-1.103180679
613,15042,-3.145822229,-1.092562503,-1.836405954,-1.698113201,-1.850166055,-2.07019069,-1.141324049
614,15041,-3.170456812,-1.127172492,-1.834789584,-1.592811032,-1.878894391,-2.086335483,-1.168028029
615,15040,-2.495531905,-0.680940517,-1.51814924,-0.504028331,-0.676541701,-1.027067839,-0.237563884
616,15039,-3.128340299,-0.80510202,-1.791943421,-1.5092949,-1.781931489,-1.997983588,-1.146238426
617,15054,-2.928164922,-0.195253613,-1.70534114,0.592649359,-1.610674337,-1.69335493,-1.113698883
618,15053,-3.179159374,-0.729803616,-1.888257321,-1.691889228,-2.013983413,-2.17055736,-1.167567296
619,15052,-3.12837505,-0.180329224,-1.878155017,-1.630055876,-1.938644757,-2.143035713,-1.16505318
0000000000000000061a,15051,-3.167272698,-1.236473919,-1.902466408,-1.388441613,-1.937019031,-2.109424073,-1.172872137
0000000000000000061b,15050,-2.620310167,-0.65928403,-1.723609718,-0.698909964,-1.528407743,-1.61062787,-1.084135863
0000000000000000061c,15049,-2.81216466,-0.789181248,-1.710706771,-0.841531217,-1.331232403,-1.588895362,-1.074893116
0000000000000000061d,15048,-0.318017212,0.089676685,-0.664441003,0.310108483,-0.521929998,-0.557343046,-0.590000505
0000000000000000061e,15047,-3.099093243,-0.885086932,-1.827971191,-1.381047033,-1.683850839,-1.895536866,-1.123679339
0000000000000000061f,15062,-2.982456409,-0.405620833,-1.75256507,-0.814628673,-1.481855259,-1.736357342,-1.110139654
620,15061,-2.976049232,-0.473589269,-1.808252389,-1.108122983,-1.572842572,-1.790772843,-1.126988288
621,15060,-3.179648403,0.0070619,-1.890196066,-1.626361725,-1.925064035,-2.128687017,-1.168666946
622,15059,-2.516161134,-0.39111407,-1.408685412,-0.126437842,-0.860936613,-1.172620018,-0.748041525
623,15058,-2.208988467,-0.038576994,-1.294361927,0.167867657,-0.650060007,-0.908261416,-0.737186157
624,15057,-1.290905015,0.07462981,-1.147124292,0.322369176,-0.764697413,-0.947738461,-0.767377858
625,15056,-3.123645633,-0.536807936,-1.851340141,-1.39543653,-1.850385835,-2.073237212,-1.141523674
626,15055,-3.152541055,-0.205217511,-1.867379094,-1.598287755,-1.908881645,-2.119612684,-1.167829162
627,15070,-2.879439486,0.107386908,-1.70696392,-0.805391159,-1.674914678,-1.855899573,-1.133597875
628,15069,-2.745079906,-0.175041553,-1.630619338,0.412536373,-1.280443358,-1.448441487,-1.034376697
629,15068,-2.900735443,-0.33237498,-1.710988003,0.582491374,-1.363931355,-1.582180792,-1.066802291
0000000000000000062a,15067,-3.161880952,0.216818703,-1.863915113,-1.595943937,-1.95403806,-2.134551805,-1.167901892
0000000000000000062b,15066,-3.15354303,0.043903475,-1.85660513,-1.582350077,-1.950752557,-2.186652448,-1.164299572
0000000000000000062c,15065,-3.1773587,0.543198759,-1.874496733,-1.631691792,-1.916243006,-2.153251091,-1.170592652
0000000000000000062d,15064,-2.683147129,-0.537825654,-1.57628432,-0.486202691,-1.220439646,-1.454980927,-0.978962102
0000000000000000062e,15063,-3.011433347,-0.799001297,-1.656090952,-0.557995693,-1.4987814,-1.744753805,-1.056646331
0000000000000000062f,15078,-3.134870764,-0.748451426,-1.784167451,0.749428372,-1.767566708,-1.893920237,-1.140355562
630,15077,-2.972268918,-0.505904062,-1.7093128,0.349311058,-1.529408076,-1.731010976,-1.071310942
631,15076,-3.144716787,-0.743885743,-1.850357121,-1.47663302,-1.906968095,-2.131774951,-1.16737908
632,15075,-3.176749908,-0.274754674,-1.890481396,-1.730923221,-1.945917566,-2.181354068,-1.17073101
633,15074,-3.109979502,-0.335445852,-1.867197472,-1.040385651,-1.847331452,-2.035223559,-1.141827893
634,15073,-2.649694012,0.34652725,-1.583745799,0.118921553,-0.901946402,-1.252087873,-0.789289308
635,15072,-3.08481899,-0.190400897,-1.750963428,-0.18057557,-1.297844598,-1.578912226,-1.077551768
636,15071,-2.818778759,-0.216916887,-1.592887725,-0.810202256,-1.318348153,-0.794359725,-1.123503383
637,15086,-3.097483192,-0.302705971,-1.805683692,-0.282525561,-1.613489114,-1.810123605,-1.103040325
638,15085,-3.163846234,-0.597683152,-1.886565861,-1.099778707,-1.986053998,-2.12425421,-1.166561306
639,15084,-3.174527647,-0.778105707,-1.89211565,-1.541279569,-2.003122242,-2.19694774,-1.175965976
0000000000000000063a,15083,-3.030104966,-0.361679401,-1.789226362,0.73096526,-1.511151793,-1.534824313,-1.088187477
0000000000000000063b,15082,-3.176700286,-0.967639859,-1.87123238,-1.904892653,-1.969166507,-2.214065494,-1.176524904
0000000000000000063c,15081,-3.171431237,-0.520963609,-1.850924379,-1.658600686,-1.901378578,-2.142575566,-1.168467643
0000000000000000063d,15080,-3.063606264,-0.751743494,-1.763451122,-0.536977443,-1.510929629,-1.76025293,-1.106454601
0000000000000000063e,15079,-3.161631842,-0.935235683,-1.881552161,-1.228917045,-1.982824084,-2.170577471,-1.171696083
0000000000000000063f,15094,-3.029663167,-0.254287873,-1.735707329,0.655262562,-1.823796076,-1.960299809,-1.138783922
640,15093,-3.17800713,-0.549190227,-1.867054312,-1.394406705,-1.853799715,-2.086372221,-1.155695906
641,15092,-3.178779779,-1.287819804,-1.873305226,-1.973630676,-1.936290143,-2.174011346,-1.167088788
642,15091,-3.168151122,-0.97328868,-1.865514604,-0.822521409,-1.766432859,-1.912806048,-1.14990023
643,15090,-3.117298176,-0.558266998,-1.822696743,-1.00436738,-1.814418894,-2.036018963,-1.134704195
644,15089,-2.853862878,-0.317311266,-1.666229238,-0.702523542,-1.360458164,-1.634561184,-1.043159659
645,15088,-3.00654245,-0.353908936,-1.789579833,-0.885317359,-1.772545652,-1.975104241,-1.130953387
646,15087,-2.677063486,-0.156267295,-1.647883931,0.074674912,-1.029595182,-1.355906798,-0.901226995
647,15102,-3.040533173,-0.559164895,-1.818100857,-1.126938982,-1.83545698,-2.058729798,-1.12604947
648,15101,-3.178260262,0.415189793,-1.887027645,-0.825015219,-1.969739653,-2.074099278,-1.177119613
649,15100,-3.140697149,-0.530867969,-1.819370533,-1.726027341,-1.924823468,-2.136693444,-1.155956829
0000000000000000064a,11006,-3.11980993,-0.868860643,-1.799640902,-2.975673197,-1.838979154,-2.041780261,-1.126787258
0000000000000000064b,15099,-3.172744706,-0.668002999,-1.895546696,-0.792348004,-2.012212043,-2.125099998,-1.173802329
0000000000000000064c,15098,-3.173587152,-0.677994133,-1.89531012,-0.77825761,-1.937340253,-2.066914419,-1.166148918
0000000000000000064d,11005,-3.185067171,-1.368726158,-1.911595583,-5.357108286,-2.073031852,-2.242006326,-1.177119613
0000000000000000064e,15097,-3.134914188,-0.609768299,-1.815233627,-0.732350523,-1.783966121,-1.939865732,-1.138066522
0000000000000000064f,11004,-3.0712316,-1.077430095,-1.826467838,-3.614303475,-1.896818499,-2.11578471,-1.15483069
650,11003,-3.186261139,-1.344361604,-1.911595583,-4.819774425,-1.979061575,-2.204669469,-1.177119613
651,15096,-3.107653865,-0.675960918,-1.815663353,-0.75847846,-1.703626579,-1.922385287,-1.131562357
652,15095,-3.136494427,-0.703111617,-1.80354577,-1.730638621,-1.964501054,-2.169897423,-1.156734204
653,11002,-3.186705073,-1.101756107,-1.909722591,-3.915818735,-1.995387744,-2.189760372,-1.177119613
654,15110,-3.164463857,-0.520949631,-1.867690425,-0.705254748,-1.944766789,-2.094986973,-1.16683667
655,11001,-3.171319528,-1.148251871,-1.888999729,-3.700074289,-2.017777878,-2.184042138,-1.161736592
656,15109,-3.140308247,-0.82470032,-1.845712021,-0.82768453,-1.833527622,-2.027161304,-1.146686237
657,15108,-3.124320799,-0.669681645,-1.819399513,0.448713491,-1.681227233,-1.838231084,-1.138890178
658,15107,-3.041452657,-0.322448891,-1.766416714,0.245153382,-1.718833742,-1.889367318,-1.128446051
659,11014,-3.186258085,-1.428858421,-1.911595583,-5.698009012,-2.056451909,-2.237188355,-1.172834854
0000000000000000065a,15106,-3.182320011,-1.20955397,-1.888269493,-2.159323897,-1.994737456,-2.218541787,-1.175795882
0000000000000000065b,11013,-3.110940336,-1.45199287,-1.901880228,-6.137590454,-2.066229582,-2.273815353,-1.168639776
0000000000000000065c,15105,-3.078744942,-0.379615149,-1.785535281,-0.602654743,-1.792745966,-1.963637892,-1.153172979
0000000000000000065d,11012,-3.186713297,-1.454383708,-1.911595583,-4.978885578,-2.024877816,-2.24849873,-1.177119613
0000000000000000065e,15104,-3.142187346,-0.467448582,-1.858286078,-1.328207146,-1.901738766,-2.132266264,-1.150717515
0000000000000000065f,11011,-3.16546607,-1.14423548,-1.857328838,-3.578202001,-1.916292515,-2.132903193,-1.156040363
660,15103,-2.942010253,-0.219007961,-1.747075369,-0.391196057,-1.656715025,-1.713601861,-1.108164099
661,11010,-3.186288534,-1.373152144,-1.911595583,-5.405122399,-2.046359948,-2.230731238,-1.177119613
662,15118,-3.042126744,-0.528221052,-1.695553341,-0.511058291,-0.998245717,-1.354174904,-0.959225978
663,11009,-3.186709976,-1.274464942,-1.911404759,-4.44218069,-1.99207022,-2.212283074,-1.176361074
664,15117,-3.027644997,-0.606324542,-1.719530958,0.25290269,-1.360334227,-1.590288429,-1.09616032
665,11008,-3.186616765,-1.322301713,-1.888165402,-4.41282786,-2.009256468,-2.180531535,-1.162509603
666,15116,-3.10447133,0.076828254,-1.808449374,0.238308699,-1.673599972,-1.713884514,-1.126124974
667,11007,-3.18674602,-1.457987091,-1.896642964,-4.357798911,-2.011414226,-2.219708949,-1.159128899
668,15115,-2.849201841,-0.125898965,-1.670510937,-0.156243354,-1.257058683,-1.536894121,-1.015709181
669,11022,-3.180357541,-1.45506883,-1.900189396,-5.557916412,-2.045841209,-2.23106844,-1.169904231
0000000000000000066a,15114,-2.962010441,-0.602225345,-1.699025524,0.127110523,-1.253580168,-1.524818162,-1.00536671
0000000000000000066b,11021,-3.139613469,-1.292818007,-1.880038137,-3.902581601,-1.963787455,-2.164824546,-1.148540631
0000000000000000066c,15113,-3.121672519,-0.562701369,-1.819169415,0.33444242,-1.512927813,-1.708395504,-1.093203052
0000000000000000066d,11020,-3.106471356,-1.194644486,-1.884739949,-3.973979002,-1.963891992,-2.093234417,-1.157193074
0000000000000000066e,15112,-3.032956482,-0.399736586,-1.74101841,-0.016100304,-1.098456708,-1.408209878,-0.955317796
0000000000000000066f,11019,-3.184635554,-1.263205883,-1.893173313,-4.550702449,-1.974441311,-2.216524337,-1.165147342
670,15111,-2.891087304,0.319514919,-1.735007831,0.354260416,-1.441943682,-1.662376349,-1.073929058
671,11018,-3.159887154,-1.457019131,-1.892367384,-6.428014586,-1.851037579,-2.091864101,-1.117998951
672,15126,-2.476274042,-0.238530938,-1.429433723,-0.202923971,-0.675909736,-0.96853804,-0.812522596
673,11017,-3.165802156,-1.457300467,-1.89574487,-5.109895507,-1.955978357,-2.189484359,-1.153191656
674,15125,-3.128769336,-0.431518237,-1.777115574,-0.894887089,-1.656351368,-1.886598553,-1.105827958
675,11016,-3.153791974,-0.983245791,-1.863482933,-3.717165174,-1.930084401,-2.129001259,-1.144308902
676,15124,-3.027949017,-0.38957343,-1.6911314,-0.547819099,-1.403765331,-1.61974624,-1.087144116
677,11015,-3.156686929,-1.448347684,-1.904458004,-6.716334245,-1.997319072,-2.232886259,-1.157243632
678,15123,-3.148809321,-0.9752774,-1.787747445,-0.022120626,-1.458927157,-1.667021415,-1.125748162
679,11030,-3.186779261,-1.459666772,-1.911595583,-5.358345503,-2.021340857,-2.264459675,-1.177119613
0000000000000000067a,15122,-2.369216131,0.224595707,-1.291911084,0.098477891,-0.567654146,-0.899272656,-0.624943874
0000000000000000067b,11029,-3.18669198,-1.446939951,-1.910574882,-5.194916952,-2.046094034,-2.274576265,-1.177119613
0000000000000000067c,15121,-2.700509942,-0.456482745,-1.294609835,0.153927576,-0.537649037,-0.919635752,-0.728699867
0000000000000000067d,11028,-3.185425736,-1.416975254,-1.892692856,-4.696598365,-2.027435027,-2.263895817,-1.177119613
0000000000000000067e,15120,-3.074118411,-0.570648501,-1.770778155,-0.658810073,-1.664228531,-1.875263088,-1.116746137
0000000000000000067f,11027,-3.186608813,-1.423769931,-1.911595583,-4.551694685,-2.058509795,-2.274322275,-1.17663531
680,15119,-2.994696972,-0.58111425,-1.681328469,-0.557217184,-1.334902707,-1.61097671,-1.06792942
681,11026,-3.186779261,-1.466056001,-1.911595583,-5.750386018,-2.059480294,-2.271465011,-1.177119613
682,15134,-2.775573919,0.151480417,-1.594846056,-0.606610465,-1.334610578,-1.519750563,-0.999861035
683,11025,-3.186691577,-1.464244105,-1.911595583,-5.775360815,-2.037517168,-2.265442657,-1.177119613
684,15133,-3.16774702,-1.26121451,-1.870714379,-1.772850417,-1.602207252,-1.741015256,-1.129728048
685,11024,-3.186147008,-1.412889855,-1.887050533,-4.357781401,-1.943936217,-2.189758671,-1.157072055
686,15132,-3.166366695,-1.241512466,-1.881104062,-1.535414218,-1.735740049,-1.851490047,-1.143850471
687,11023,-3.185879351,-1.454400292,-1.898347434,-4.820829508,-2.052248427,-2.277283579,-1.172590038
688,15131,-3.133340412,-1.050353093,-1.837312725,-1.341718401,-1.866417559,-1.880884415,-1.1497776
689,11038,-3.174570515,-1.452788063,-1.910871724,-6.142144108,-2.069784257,-2.261137971,-1.174258295
0000000000000000068a,15130,-3.051669138,-0.625484359,-1.788209139,-0.458191166,-1.539980306,-1.786881622,-1.106973942
0000000000000000068b,11037,-3.091723867,-1.392922927,-1.873941572,-4.46186977,-1.982888177,-2.185578974,-1.149434045
0000000000000000068c,11036,-3.18675532,-1.462225416,-1.911424743,-5.008741566,-2.048797116,-2.272489994,-1.17593132
0000000000000000068d,15129,-3.131419384,0.002502067,-1.793088618,-1.492809329,-1.804191031,-1.994765492,-1.141010585
0000000000000000068e,15128,-3.140541807,-0.68568776,-1.792506631,-1.522915145,-1.826145338,-2.003231426,-1.157831782
0000000000000000068f,11035,-3.163208715,-1.390753896,-1.891096638,-4.023259339,-2.002738906,-2.229965475,-1.16306959
690,15127,-2.959766565,-0.578369528,-1.683844453,-0.383570799,-1.266712189,-1.511334377,-1.069858065
691,11034,-3.186779261,-1.464852378,-1.911595583,-5.695353864,-2.05488389,-2.280427213,-1.177119613
692,15142,-2.955250017,-0.413587651,-1.709960114,-0.637483507,-1.728826076,-1.945241645,-1.087017124
693,11033,-3.186779261,-1.464595267,-1.911595583,-5.372445548,-2.029439926,-2.266468762,-1.17702645
694,15141,-3.071476715,-0.965549772,-1.802592093,-1.632190927,-1.907423746,-2.146470984,-1.131698505
695,11032,-3.186768488,-1.446301399,-1.911595583,-5.432474752,-2.033700504,-2.26854258,-1.177119613
696,15140,-2.395660958,-0.112538322,-1.385907492,-0.041633423,-0.075504992,-0.578109992,0.250820739
697,11031,-3.186779261,-1.420301278,-1.911560893,-5.368353728,-2.044784031,-2.272179937,-1.177119613
698,15139,-2.88010293,-0.467977781,-1.692695943,-0.548776265,-1.497385719,-1.664702177,-1.057773709
699,11046,-3.167150258,0.219833398,-1.852851505,-2.634943814,-1.95001953,-2.14966479,-1.163321705
0000000000000000069a,15138,-3.046693273,-0.373656343,-1.755813391,-0.420243619,-1.564480822,-1.702006996,-1.121182502
0000000000000000069b,11045,-3.153117003,0.521652378,-1.824537994,-2.738295668,-1.779319963,-1.992709216,-1.145340549
0000000000000000069c,15137,-3.151620771,-1.252213657,-1.87238323,-1.512210976,-1.776481571,-1.864280213,-1.117477149
0000000000000000069d,11044,-3.136738639,-0.218432127,-1.76992951,-2.47030131,-1.820020451,-2.039757518,-1.138870894
0000000000000000069e,15136,-3.183063859,-1.220594772,-1.901669291,-1.819668264,-1.937436595,-1.98488819,-1.170303163
0000000000000000069f,11043,-3.128565105,0.438602637,-1.815609667,-2.319726447,-1.823596845,-1.996409486,-1.142389504
000000000000000006a0,15135,-3.093100139,-1.066763479,-1.822913499,-1.56003446,-1.681931899,-1.84209762,-1.156635573
000000000000000006a1,11042,-3.184719314,-1.076606566,-1.86249144,-3.858711759,-1.93571866,-2.067230006,-1.147090166
000000000000000006a2,15150,-2.633424748,0.142911451,-1.644669742,-0.350462302,-1.608403551,-1.735833687,-1.023405249
000000000000000006a3,11041,-3.142804027,-1.249547584,-1.870530095,-3.363788836,-2.037705299,-2.256166393,-1.171561105
000000000000000006a4,15149,-2.387236975,0.093367594,-1.651244151,-0.255155687,-1.699069741,-1.678964354,-1.128280809
000000000000000006a5,11040,-3.091941594,-0.66309801,-1.819064114,-2.841029434,-1.886457403,-2.0474351,-1.148487788
000000000000000006a6,15148,-3.02740418,-0.822630421,-1.721993487,-0.265618004,-1.560687978,-1.704937132,-1.106605434
000000000000000006a7,11039,-3.167252717,-1.461990849,-1.91063315,-5.059741519,-2.038483225,-2.256287051,-1.16934422
000000000000000006a8,11054,-0.925883959,0.23309453,-0.197644673,-0.811369918,-1.385464184,-1.64787057,-1.177119613
000000000000000006a9,15147,-2.454938222,0.109540206,-1.586042742,-1.204349954,-1.961490169,-2.003673389,-1.177119613
000000000000000006aa,15146,-3.083339783,-0.251941637,-1.752592503,-1.359080765,-1.808839734,-1.948669751,-1.11060607
000000000000000006ab,11053,-2.580760804,0.957700131,-1.625878452,-1.410840538,-1.139681766,-1.396438211,-0.845276844
000000000000000006ac,15145,-3.11590568,-0.708682432,-1.742439185,-1.108782983,-1.658754064,-1.877748407,-1.060168285
000000000000000006ad,11052,-2.696472716,1.026293073,-1.596255627,-1.560200783,-1.206752641,-1.373907317,-1.003700293
000000000000000006ae,15144,-2.653673487,-0.038125281,-1.383495301,-0.30641411,-0.795383364,-0.999092783,-0.876949366
000000000000000006af,11051,-3.151450898,-0.813249296,-1.877707694,-1.685379583,-2.038622095,-2.095769667,-1.177119613
000000000000000006b0,15143,-2.372881933,-0.02264443,-1.27303283,-0.150457923,-0.601090681,-0.831147359,-0.794817463
000000000000000006b1,11050,-2.216811212,-0.425857993,-1.06101688,-1.183129447,-1.793546461,-1.927889649,-1.177119613
000000000000000006b2,15158,-2.65136131,-0.121668009,-1.588954829,-0.377366386,-1.325434753,-1.572929369,-1.043121284
000000000000000006b3,11049,-3.177136319,-0.663932049,-1.884749925,-3.16271423,-1.970586621,-2.165375852,-1.176791401
000000000000000006b4,15157,-2.641237862,0.059985552,-1.629906293,-0.722438971,-1.013869304,-1.328575633,-0.897807712
000000000000000006b5,11048,-3.153043709,-0.418485208,-1.83504159,-2.752565293,-1.845744549,-2.040581185,-1.132391169
000000000000000006b6,15156,-1.531864993,0.1552431,-1.272125349,-0.331137331,-0.865949046,-1.059215333,-0.729207024
000000000000000006b7,11047,-3.13217166,0.10664026,-1.78701233,-2.761231329,-1.668207732,-1.947909081,-1.157861842
000000000000000006b8,15155,-1.210470629,0.036963063,-0.71298484,-0.846373565,-0.624551618,-0.820352034,-0.610382056
000000000000000006b9,11062,-2.01169634,1.130671999,-1.16055074,-0.691969957,-1.027132022,-1.204323598,-0.902412355
000000000000000006ba,15154,-2.851219753,-0.244811584,-1.695441752,-1.759878437,-1.324765263,-1.51968786,-1.010810967
000000000000000006bb,11061,-3.169568849,-0.537773061,-1.864194806,-1.841031017,-1.793021228,-1.947043819,-1.125560185
000000000000000006bc,15153,-2.938939279,-0.705925275,-1.738724754,-1.475395488,-1.310779993,-1.514017302,-1.049458874
000000000000000006bd,11060,-2.870748005,0.809294763,-1.723210806,-1.860120345,-1.563938273,-1.768173341,-1.103441898
000000000000000006be,15152,-3.067724106,-0.803952658,-1.73973772,-1.715492752,-1.131964956,-1.322919758,-0.989802656
000000000000000006bf,11059,-3.035256529,0.012273372,-1.809651545,-1.942166667,-1.175952513,-1.365299338,-0.869452062
000000000000000006c0,15151,-2.653959257,-0.63525394,-1.557576628,-0.871098876,-1.630251151,-1.728613119,-1.06675438
000000000000000006c1,11058,-3.078180524,0.375197508,-1.878877843,-2.150785937,-1.987061738,-2.099032761,-1.177119613
000000000000000006c2,11057,-2.933494338,-0.456458295,-1.60267068,-1.852712694,-0.65379526,-0.88185718,-0.478273617
000000000000000006c3,15166,0.291868691,0.412057292,-0.530494539,0.635674571,-0.535564048,-0.443574496,-0.484422062
000000000000000006c4,15165,-1.54839825,-0.119402408,-1.277925246,0.644074582,-1.27880289,-1.272467584,-0.90858811
000000000000000006c5,11056,-1.910587393,-0.264508529,-1.098798492,-1.223242509,-0.942265951,-1.219954358,-0.878977055
000000000000000006c6,15164,-2.429402396,-0.404299694,-1.635634089,0.17443782,-1.219738367,-1.226673649,-1.016706561
000000000000000006c7,11055,-2.86017653,0.206563055,-1.815380268,-1.728629932,-1.840887308,-1.974655877,-1.177119613
000000000000000006c8,15163,-1.546006017,0.086004878,-1.257342699,0.562894301,-1.293839898,-1.396083596,-0.927438674
000000000000000006c9,11070,-3.044487637,1.391581426,-1.787486095,-1.883820945,-1.805255731,-1.972456075,-1.136348283
000000000000000006ca,15162,-2.339432418,-0.292215842,-1.475367825,0.282460835,-1.257863851,-1.332463334,-1.005991356
000000000000000006cb,11069,-3.079064346,1.30995102,-1.752328139,-2.093969356,-1.746643188,-1.940186754,-1.129712769
000000000000000006cc,15161,-2.716621346,-0.078959411,-1.643497109,0.204272105,-1.651249416,-1.812085622,-1.145825117
000000000000000006cd,11068,-3.01240278,1.198837324,-1.82119158,-2.102182475,-1.76350734,-1.927064991,-1.133284514
000000000000000006ce,15160,-2.702137542,-0.3357025,-1.661637351,0.292243529,-1.18929992,-1.434719962,-1.011678657
000000000000000006cf,11067,-2.973188445,0.010359498,-1.748627892,-2.336951206,-1.283772778,-1.549025944,-1.054656722
000000000000000006d0,11066,-3.157405305,-0.309559141,-1.892324376,-2.021932616,-1.882219798,-1.992570596,-1.13752448
000000000000000006d1,15159,-1.994639991,-0.19110028,-1.200073766,-0.098558834,-1.350134572,-1.602963762,-1.026353098
000000000000000006d2,11065,-3.096378566,-0.320597352,-1.813109062,-2.442563772,-1.654557999,-1.873263368,-1.151867299
000000000000000006d3,15174,-1.286260155,-0.013266847,-1.157628575,-0.117407087,-0.256578906,-0.609197679,-0.153129674
000000000000000006d4,15173,-1.58929022,0.391269375,-1.338523335,-0.093625652,-0.718093364,-0.961957747,-0.666205001
000000000000000006d5,11064,-3.171618257,0.074323702,-1.867848088,-1.889983366,-1.781979351,-1.955488763,-1.136616204
000000000000000006d6,15172,-2.18507362,-0.524076501,-1.574952069,-0.70394623,-0.738221721,-1.102202043,-0.640431069
000000000000000006d7,11063,-3.135700859,0.696714617,-1.871679346,-2.265680831,-1.626371178,-1.856170566,-1.14261949
000000000000000006d8,15171,-1.611135507,0.250093776,-1.121134312,-0.619797869,-0.526695684,-0.838333415,-0.372495115
000000000000000006d9,11078,-2.983679656,0.664375375,-1.706259777,-2.066226279,-1.454012946,-1.700321365,-1.107982539
000000000000000006da,15170,-0.561936599,-0.250612521,0.230558211,0.027703412,-0.118236675,-0.158096817,-0.076810366
000000000000000006db,11077,-2.209845845,1.765121286,-1.245977614,-1.881502671,-1.217035491,-1.4278487,-0.998268836
000000000000000006dc,15169,-1.339106426,0.581719702,-1.224728979,0.064545457,-0.699014029,-0.878121273,-0.845221185
000000000000000006dd,11076,-3.114392543,0.857509029,-1.78383562,-2.326904475,-1.736019081,-1.953109677,-1.124691249
000000000000000006de,11075,-3.115610237,-0.347967741,-1.837405675,-2.87776771,-1.698549526,-1.898773817,-1.132547577
000000000000000006df,15168,-1.918867022,0.194587212,-1.376174408,0.106724479,-1.243464384,-1.385543511,-0.955496976
6.00E+00,11074,-3.11054567,1.599406634,-1.79806595,-2.153811188,-1.782431823,-1.982185861,-1.138362666
