system:index,Watershed Name,devAge2,grass,paved,pm25_na,sqrt_CO2_road,sqrt_traffic,.geo
1800,23989611,-2.775583625,1.452157799,-1.679030242,-2.033375279,-1.472405457,-1.081808513,"{""type"":""MultiPoint"",""coordinates"":[]}"
1801,24279578,-2.960783457,2.160717007,-1.835797765,-1.346195818,-1.85740938,-1.146189575,"{""type"":""MultiPoint"",""coordinates"":[]}"
1802,23981907,-3.186779261,-1.457443507,-1.911595583,-5.750765307,-2.086808143,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1803,24255031,-3.186460875,-1.415026008,-1.906546766,-2.424111556,-2.022985034,-1.176146382,"{""type"":""MultiPoint"",""coordinates"":[]}"
1804,24275183,-3.165341006,-0.484985364,-1.747703565,-2.352296358,-1.864701639,-1.171922631,"{""type"":""MultiPoint"",""coordinates"":[]}"
1805,23956616,-3.184864692,2.614045496,-1.816754088,0.128632346,-1.936656456,-1.166210887,"{""type"":""MultiPoint"",""coordinates"":[]}"
1806,24282210,-3.103647974,-1.38912606,-1.872010129,-4.042554346,-1.92646767,-1.150852505,"{""type"":""MultiPoint"",""coordinates"":[]}"
1807,23964271,-3.185142153,-0.919416282,-1.911595583,-3.840254184,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1808,23970913,-3.131738858,-0.342575517,-1.700907713,-1.531310328,-1.432442391,-1.140619195,"{""type"":""MultiPoint"",""coordinates"":[]}"
1809,24534320,-3.180049217,-0.611366688,-1.843286481,-2.7024222,-1.918300809,-1.146194064,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000180a,23956678,-3.183939312,-0.995850482,-1.660072617,-1.33191415,-1.623352826,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000180b,24255687,-3.186779261,-1.469545126,-1.911595583,-3.134219775,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000180c,947110238,-2.697365663,-0.933680665,-1.911595583,-2.087559035,-2.02403315,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000180d,23989673,-2.71623463,2.253722808,-1.911595583,-2.305302858,-1.734363914,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000180e,24270364,-3.186779261,-0.748178969,-1.911595583,-2.063753656,-1.881991088,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000180f,24534502,-2.610684643,1.798716652,-1.911595583,-1.808995843,-2.070867777,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1810,23956230,-3.019785614,-0.818541955,-1.87212638,-1.453116298,-1.573555827,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1811,23956086,-2.927171658,-0.723789892,-1.447739178,-1.34348761,-1.671187907,-0.978805742,"{""type"":""MultiPoint"",""coordinates"":[]}"
1812,23997120,-2.90865347,-1.143855968,-1.911595583,-3.425754179,-2.043781948,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1813,23997068,-3.177551872,-0.218385716,-1.911595583,-2.80956048,-1.411238345,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1814,23997054,-3.186760593,-0.612226777,-1.759146052,-2.6453677,-1.519788134,-1.080801425,"{""type"":""MultiPoint"",""coordinates"":[]}"
1815,23988993,-3.160910034,-0.50473691,-1.416447096,-2.601591638,-1.583348474,-0.023432798,"{""type"":""MultiPoint"",""coordinates"":[]}"
1816,24538688,-2.832194672,-1.25277351,-1.490626905,-1.06201025,0.350571921,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1817,23963283,-3.186779261,-1.469545126,-1.911595583,-6.030932219,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1818,23971401,-3.186779261,-1.469545126,-1.911595583,-5.538059896,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1819,23970443,-3.186779261,-1.095033962,-1.879017567,-3.671456631,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000181a,23963117,-3.146732022,1.179679274,-1.911595583,-1.740074277,-1.711348414,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000181b,23963517,-3.186779261,-1.137145492,-1.911595583,-2.156695653,-2.021064336,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000181c,24266081,-3.184352411,-1.386646419,-1.911595583,-5.564905306,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000181d,24270242,-3.118308397,1.328433309,-1.911595583,-1.995899248,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000181e,24534388,-0.908461193,-0.734679247,1.087892666,-1.239595013,-0.916785736,-0.767939234,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000181f,23971005,-3.186779261,-1.332680034,-1.911595583,-3.740010069,-1.961500286,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1820,23964897,-2.813592642,0.577571347,-1.696463329,-1.006570377,-1.731745091,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1821,24264929,-3.186779261,-0.567421993,-1.900796886,-2.265097886,-2.038957938,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1822,23989087,-0.2196038,0.471689723,-0.908811093,0.251482998,-0.553583868,-0.398032474,"{""type"":""MultiPoint"",""coordinates"":[]}"
1823,23989187,-0.369260126,-0.738012548,-0.05738821,0.543070597,-0.557685908,0.419482862,"{""type"":""MultiPoint"",""coordinates"":[]}"
1824,23980953,-3.186779261,-1.285491465,-1.911595583,-4.622580839,-1.978680969,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1825,24255437,-3.186779261,-1.469545126,-1.911595583,-3.584696328,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1826,24275139,-3.18445083,-0.511715258,-1.772692071,-2.231352851,0.28527869,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1827,24270994,-3.182462815,-0.184410084,-1.911595583,-1.984037846,-2.082348245,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1828,24270952,-1.9244837,2.120807155,-1.911595583,-2.154603787,-2.060549693,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1829,24534410,-1.846030608,0.437240309,-0.327548175,0.383036187,0.054458976,-1.113942223,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000182a,24534450,-2.303948953,-0.936539685,-1.294188031,0.821070864,0.203857425,-0.873809849,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000182b,23971883,-3.186779261,-1.45850071,-1.911595583,-5.286306991,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000182c,23971107,-3.186779261,-1.458514166,-1.911595583,-3.437559675,-2.002113027,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000182d,23981059,-3.186779261,-1.409860152,-1.830944317,-4.46532991,-1.822886185,-1.119554673,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000182e,24282298,-3.161818414,1.541233571,-1.680884516,-2.410946204,-1.495753577,-1.019384486,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000182f,23989171,-2.516445873,0.458551516,-1.707459131,-0.195916365,-0.542450374,-0.741365654,"{""type"":""MultiPoint"",""coordinates"":[]}"
1830,24256441,-3.186779261,-1.443047873,-1.911595583,-0.890495824,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1831,23963161,-3.186779261,-1.359444418,-1.911595583,-2.882298704,-2.004167709,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1832,23978358,-3.186779261,-1.06583088,-1.911595583,-2.844512845,-1.956195313,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1833,23981495,-3.186779261,-1.469369506,-1.911595583,-5.174696641,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1834,24282330,-3.186779261,-0.267047915,-1.911595583,-2.597086317,-1.812305017,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1835,24275063,-3.186779261,-1.41892455,-1.911595583,-3.80707149,-2.03300306,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1836,24285862,-3.186779261,-1.328314534,-1.911595583,-2.81950606,-1.99118568,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1837,24257081,-3.186779261,-1.469545126,-1.911595583,-4.644976648,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1838,23957156,-3.186779261,-1.461005192,-1.911595583,-4.648069707,-2.085299137,-1.176480225,"{""type"":""MultiPoint"",""coordinates"":[]}"
1839,24271140,-3.183725874,-1.000127636,-1.886986336,-3.172915582,-1.898585172,-1.165972407,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000183a,23964771,-3.186779261,-1.40379713,-1.911595583,-2.674072558,-2.084126319,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000183b,23964219,-3.183963906,-0.849814284,-1.865155845,-1.510231402,-2.03270424,-1.171307355,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000183c,23956444,-3.181996335,-1.39993197,-1.911595583,-4.885782041,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000183d,24256473,-3.186779261,-0.997928653,-1.911595583,-3.472576352,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000183e,23957262,-3.186779261,-1.453818302,-1.89042755,-4.728420372,-2.076555075,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000183f,23956968,-3.183223751,-0.926122818,-1.878584681,-1.936190621,-1.888054225,-1.174352834,"{""type"":""MultiPoint"",""coordinates"":[]}"
1840,24257035,-3.186779261,-1.469026068,-1.911595583,-5.126943476,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1841,24285608,-3.186779261,-1.462778029,-1.911595583,-6.557104309,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1842,23952622,-3.184584789,-0.982285029,-1.889480224,-1.221325147,-1.919440109,-1.159279013,"{""type"":""MultiPoint"",""coordinates"":[]}"
1843,23997454,-3.186028541,-1.448626697,-1.905511026,-4.146764885,-2.006578122,-1.152998247,"{""type"":""MultiPoint"",""coordinates"":[]}"
1844,23956078,-3.186734184,-1.260280061,-1.911595583,-3.049111423,-2.069287033,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1845,24255255,-3.186779261,-1.447007068,-1.902110568,-3.388442351,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1846,23957276,-3.186738173,-1.372839607,-1.909911523,-4.400510441,-2.074735793,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1847,23956632,-3.129897396,2.71344573,-1.772928864,0.369267544,-1.54265825,-1.114105566,"{""type"":""MultiPoint"",""coordinates"":[]}"
1848,23952596,-2.668916655,1.912277516,-1.533805211,0.185248068,-1.582616539,-1.016669615,"{""type"":""MultiPoint"",""coordinates"":[]}"
1849,24255741,-3.186779261,-1.454358325,-1.911595583,-2.894071914,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000184a,23964415,-3.186779261,-1.456398805,-1.911595583,-5.564817542,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000184b,24287674,-3.186779261,-1.468475193,-1.911595583,-6.251921469,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000184c,23957278,-3.179058189,-0.269770385,-1.844951361,-2.584655138,-1.938499311,-1.142426845,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000184d,23957074,-3.098580753,0.992170062,-1.65707865,-0.892085246,-1.637771655,-1.067143283,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000184e,24256313,-3.186779261,-1.469545126,-1.911595583,-4.593809224,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000184f,24287376,-3.18674608,-1.298432233,-1.887253846,-3.678475719,-2.020886733,-1.174348078,"{""type"":""MultiPoint"",""coordinates"":[]}"
1850,23997524,-3.139798663,-0.885143524,-1.867127998,-2.264038144,-2.048000533,-1.174849662,"{""type"":""MultiPoint"",""coordinates"":[]}"
1851,24274803,-3.186779261,-1.353133666,-1.911595583,-5.67684776,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1852,24285652,-3.178772168,-1.461843292,-1.911595583,-6.469559592,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1853,24287670,-3.054770041,-0.577324073,-1.711837023,-1.435577704,-1.077570602,-1.066773432,"{""type"":""MultiPoint"",""coordinates"":[]}"
1854,24256089,-3.186779261,-1.467784492,-1.911595583,-4.564291117,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1855,24275013,-3.186703101,-1.440958118,-1.911595583,-5.537363119,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1856,24287718,-3.186779261,-1.462353401,-1.911595583,-6.239125431,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1857,24255489,-3.186779261,-1.469545126,-1.911595583,-3.188527729,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1858,23956180,-3.186779261,-1.27740053,-1.883241811,-3.281386195,-2.004961712,-1.175408311,"{""type"":""MultiPoint"",""coordinates"":[]}"
1859,24001611,-3.186779261,-1.402840012,-1.863913071,-5.926422412,-1.790377813,-1.112071593,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000185a,23997286,-3.182928817,-0.988375719,-1.82860156,-3.230771433,-1.986687322,-1.174263406,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000185b,23970503,-3.186779261,-1.469320054,-1.911595583,-5.310182295,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000185c,24282336,-3.057867963,-0.456469807,-1.749022664,-2.555046893,-1.851641584,-1.125772354,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000185d,24282554,-3.186779261,-1.38693758,-1.911595583,-5.26482564,-1.999421527,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000185e,24285494,-3.135932082,0.157363728,-1.853841405,-2.36488264,-1.884924333,-1.142465298,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000185f,947110266,-3.172294007,-0.549023006,-1.865295501,-2.696765149,-1.996480719,-1.172576187,"{""type"":""MultiPoint"",""coordinates"":[]}"
1860,24257127,-3.186779261,-1.451606789,-1.911595583,-4.830927915,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1861,24255795,-3.186504211,-1.439064277,-1.911595583,-4.454185581,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1862,24270888,-3.061180495,2.670065608,-1.868740815,-2.018387669,-1.813412273,-1.153345582,"{""type"":""MultiPoint"",""coordinates"":[]}"
1863,24257247,-3.186779261,-1.469545126,-1.911595583,-5.105196989,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1864,23957218,-3.186779261,-1.461602275,-1.911595583,-5.055605692,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1865,23963193,-3.186779261,-1.462736589,-1.911595583,-5.618577373,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1866,23990337,-2.81062075,-0.584557765,-1.507614581,-0.608083066,-1.227991378,-0.985974504,"{""type"":""MultiPoint"",""coordinates"":[]}"
1867,23990647,-3.009969264,-0.265042909,-1.690838078,-2.214297908,-1.657077347,-1.092102466,"{""type"":""MultiPoint"",""coordinates"":[]}"
1868,23074189,-3.186779261,-1.469545126,-1.911595583,-5.70055966,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1869,23998090,-3.186779261,-1.454357085,-1.911595583,-5.997805256,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000186a,23977798,-3.186779261,-1.467482163,-1.90248834,-4.749751935,-1.950249734,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000186b,23978086,-3.186779261,-1.436112493,-1.911595583,-4.917188427,-1.988231199,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000186c,24255161,-3.186547353,-1.438626056,-1.899575574,-2.072036646,-2.017494891,-1.168370818,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000186d,23989467,-1.256634417,0.108487249,-1.227511636,-0.837711628,-1.043632665,-0.798243428,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000186e,24256893,-3.186779261,-1.457956863,-1.911595583,-3.751682953,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000186f,23990085,-3.17777974,-0.823550538,-1.890763742,-2.969294373,-1.786474134,-1.169113792,"{""type"":""MultiPoint"",""coordinates"":[]}"
1870,24287224,-2.259595267,0.69312584,-1.538425432,-0.58912878,-1.486457311,-0.922181954,"{""type"":""MultiPoint"",""coordinates"":[]}"
1871,24270682,-3.185973307,-0.874935571,-1.853796206,-2.824889113,-1.960988054,-1.164771741,"{""type"":""MultiPoint"",""coordinates"":[]}"
1872,24265721,-3.186779261,-1.466969677,-1.911595583,-5.61939122,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1873,24265163,-3.185844302,-1.182869674,-1.911032375,-2.287021792,-2.056454526,-1.175235271,"{""type"":""MultiPoint"",""coordinates"":[]}"
1874,24270696,-3.161901285,0.21797722,-1.819417323,-2.84463073,-1.839235275,-1.123314565,"{""type"":""MultiPoint"",""coordinates"":[]}"
1875,23964297,-3.186779261,-1.442891124,-1.911595583,-5.576615466,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1876,24265755,-3.186779261,-1.462384881,-1.911595583,-4.648569332,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1877,23997226,-3.186779261,-1.468010006,-1.911595583,-5.674882983,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1878,23964061,-3.185598361,-1.421613132,-1.911595583,-5.193892392,-2.08726263,-1.177100011,"{""type"":""MultiPoint"",""coordinates"":[]}"
1879,23977744,-3.186779261,-1.29552961,-1.89257135,-2.914402298,-2.00823411,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000187a,24270328,-3.186779261,-1.263846725,-1.798217275,-3.001683702,-1.855960207,-1.131204272,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000187b,24534800,-3.186779261,-1.070585597,-1.826581587,-2.364636864,-1.715809602,-1.152324838,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000187c,24287160,-2.790064051,-0.842440464,-1.564567433,-1.834796682,-1.682379621,-1.023625225,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000187d,24265667,-3.186779261,-1.469545126,-1.911595583,-5.126994463,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000187e,23989813,-3.06456517,1.206573168,-1.703874793,-2.236171837,-1.474681288,-1.04875782,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000187f,23952826,-3.186779261,-1.465186019,-1.911595583,-3.682824052,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1880,23971561,-3.186779261,-1.416505268,-1.911595583,-5.382311905,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1881,23977952,-1.246480511,0.344654511,-1.231893561,0.213365412,-0.285264831,-0.63502649,"{""type"":""MultiPoint"",""coordinates"":[]}"
1882,24275003,-3.186779261,-1.340106793,-1.911595583,-4.056536785,-2.00939941,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1883,24534248,-2.108697073,1.267139698,-1.228108304,-2.443677586,-0.893856419,-0.979689858,"{""type"":""MultiPoint"",""coordinates"":[]}"
1884,23997412,-3.186779261,-1.464564917,-1.911595583,-5.391665081,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1885,23970509,-3.186779261,-1.467022542,-1.911595583,-5.81142308,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1886,23990091,-3.175789192,-0.584250873,-1.85032998,-2.608076965,-1.846634855,-1.176845159,"{""type"":""MultiPoint"",""coordinates"":[]}"
1887,23971323,-3.186659301,-1.436172932,-1.907000057,-2.968842041,-2.062409006,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1888,23971779,-3.186753997,-1.452950891,-1.911595583,-5.08212554,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1889,23963559,-3.120636007,-1.101951344,-1.911595583,-2.621496611,-2.061464766,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000188a,23989191,-2.877475509,0.220389559,-1.650960675,0.194089572,-0.518794185,-0.828409318,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000188b,24264773,-3.179013008,-0.94491127,-1.797860198,-1.647331223,-1.850526847,-1.121053861,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000188c,24534914,-3.186779261,-1.407411626,-1.911595583,-3.216801952,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000188d,23978054,-3.186779261,-1.469217347,-1.911595583,-3.688737162,-1.956464035,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000188e,23978000,-3.186779261,-1.450463904,-1.897695883,-5.057935995,-1.994878689,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000188f,24255469,-3.186779261,-1.469545126,-1.911595583,-5.096748995,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1890,23952898,-3.186481725,-1.469266483,-1.911595583,-3.748126156,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1891,23997190,-3.186779261,-1.456856641,-1.911595583,-5.025863304,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1892,23988212,-3.161512297,-0.988868843,-1.911595583,-3.698177164,-2.019220106,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1893,24288012,-3.176939563,-0.559831396,-1.864165353,-1.624426818,-1.899872777,-1.16275651,"{""type"":""MultiPoint"",""coordinates"":[]}"
1894,23981007,-3.186779261,-1.373419808,-1.879313303,-4.024120042,-1.924757465,-1.15476452,"{""type"":""MultiPoint"",""coordinates"":[]}"
1895,24256029,-3.186779261,-1.196623045,-1.868638553,-2.670909633,-2.036642511,-1.167030113,"{""type"":""MultiPoint"",""coordinates"":[]}"
1896,23977844,-3.186779261,-1.458469106,-1.848444879,-3.975184975,-1.997658554,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1897,23074595,-3.186779261,-1.469545126,-1.911595583,-5.191424697,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
1898,24275131,-3.181344674,-0.488558408,-1.736439029,-2.467291023,-1.210263636,-1.140513499,"{""type"":""MultiPoint"",""coordinates"":[]}"
1899,23952850,-3.186779261,-1.460971108,-1.911183765,-2.98727473,-2.014587608,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000189a,23957020,-3.186779261,-1.466605109,-1.911595583,-4.432831479,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000189b,23953987,-3.173441786,-0.297839446,-1.826728534,-2.480302156,-1.938090936,-1.161473327,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000189c,23964397,-3.186779261,-1.457509875,-1.911595583,-5.493661863,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000189d,23997192,-3.186779261,-1.459764136,-1.911595583,-5.072819464,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000189e,23997424,-3.167693804,-1.46837208,-1.911595583,-6.12942398,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000189f,23981483,-3.186779261,-1.4602637,-1.911595583,-5.520765052,-1.988699265,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018a0,24265911,-3.186779261,-1.436207189,-1.911595583,-5.582804979,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018a1,23997628,-3.175738519,-1.468906808,-1.896034974,-6.01633225,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018a2,24257379,-3.186779261,-1.443338224,-1.911595583,-2.86213848,-2.084498062,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018a3,23997914,-3.186328394,-1.468489532,-1.911595583,-5.555095699,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018a4,24537912,-2.459098547,0.333255739,-1.280973243,-1.447745216,-0.481836031,-0.573243042,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018a5,23981761,-3.185674105,-1.198450715,-1.911595583,-2.961934489,-2.025316545,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018a6,24270654,-3.186779261,-1.40822874,-1.910774002,-5.080754331,-2.078859307,-1.176629832,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018a7,23980805,-1.684310749,0.578876684,-1.067005357,-0.078397736,-0.768413973,-0.84362051,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018a8,24265417,-3.186779261,-1.469545126,-1.911595583,-3.801813389,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018a9,24275593,-3.186497294,-1.019722318,-1.605311665,-4.176599054,-1.969030942,-1.098805292,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018aa,24274395,-2.874674611,0.369954757,-1.911595583,-1.894287229,-1.84243083,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018ab,23956158,-2.849301551,-0.345084467,-1.911595583,-2.222321579,-1.858860807,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018ac,23956680,-3.186779261,0.600856103,-1.911595583,-0.145709544,-2.029889961,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018ad,23998242,-3.1455563,-0.192321503,-1.831815171,-2.084859619,-1.984122174,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018ae,23963529,-2.910182915,-0.502842444,-1.858193599,-2.360999125,-2.000877855,-1.146978946,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018af,24279150,-2.477574378,2.600138587,-1.7162597,-1.007778645,-1.675033553,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000018b0,24537936,-3.186779261,-1.252512923,-1.839666763,-2.594791246,-1.933362891,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
